code,rcn,title
KBBE-2009-2-4-03,"11828","Combined exposure to pesticides"
NMP-2009-4.0-3,"11593","Development of nanotechnology-based systems for molecular diagnostics and imaging"
NMP-2009-2.5-1,"11584","Light high-performance composites"
NMP-2009-2.4-1,"11583","New biomass-based composite materials and their processing"
ENERGY.2009.4.5.1,"11365","Hybrid systems based on solar thermal heating/ cooling, backed up by biomass or geothermal to compensate heat load intermittence"
ICT-2009.1.4,"14134","Trustworthy ICT"
ICT-2009.3.5,"14137","Engineering of Networked Monitoring and Control systems"
ICT-2009.1.2,"14133","Internet of Services, Software and Virtualisation"
ICT-2009.3.1,"14136","Nanoelectronics technology"
SiS-2009-1.2.1.1,"11235","Structuring Public Engagement in Research (PER)"
KBBE-2009-3-6-01,"11873","Nanobiotechnology: smart devices to study biomolecule dynamics in real time"
NMP-2009-4.0-7,"11597","ERA-Net on high value added textiles and fibre-based materials"
ICT-2009.8.6,"14332","FET Proactive 6: Towards Zero-Power ICT"
KBBE-2009-3-2-01,"11859","Novel marine bioactive compounds for European industries"
KBBE-2009-1-2-05,"11753","Water stress tolerance and water use efficiency in food crops"
KBBE-2009-1-3-05,"11774","Improving Campylobacter control measures in primary production of poultry"
KBBE-2009-1-1-02,"11737","Mining genomics information of small ruminants to generate understanding of the genetic basis of phenotypes important to sustainable production and health"
NMP-2009-3.4-1,"11588","Automation and robotics for sustainable crop and forestry management"
ICT-2009.3.9,"14172","Microsystems and smart miniaturised systems"
ICT-2009.1.3,"14272","Internet of Things and Enterprise environments"
INFRA-2010-1.2.1,"12640","Distributed computing infrastructure (DCI)"
INFRA-2010-1.2.2,"12641","Simulation software and services"
INFRA-2010-1.2.3,"12642","Virtual Research Communities"
SEC-2009-6.2-01,"11639","Inventories of existing national resources, institutional mandates and practices across relevant sectors"
KBBE-2009-2-1-03,"11803","Behavioural models for prevention of obesity, with a particular focus on children"
KBBE-2009-1-1-03,"11738","Optimisation of methods to maintain farm animal biodiversity – SICA"
SEC-2009-2.3-01,"11627","Built infrastructure protection, including building in resilience to attack at the design stage"
KBBE-2009-1-4-08,"11792","Agricultural Research for Development - ERA-NET"
KBBE-2009-1-4-09,"11793","Organic agriculture – ERA-NET"
FoF.ICT.2010.10.1,"16696","Smart Factories: ICT for agile and environmentally friendly manufacturing"
NMP-2009-1.2-1,"11573","Nanotechnology for harvesting energy via photovoltaic technologies"
NMP-2009-2.3-1,"11582","Biomimetic gels and polymers for tissue repair"
INFRA-2010-2.3.1,"12655","First implementation phase of the European High Performance Computing (HPC) service PRACE"
EeB-ICT-2010.10.2,"12983","ICT for energy-efficient buildings and spaces of public use"
SEC-2009-3.4-01,"11632","Continuity, coverage, performance (incl. UAV), secure data link"
KBBE-2009-1-2-10,"11758","Improving fisheries assessment methods by integrating new sources of biological knowledge"
FP7-PEOPLE-2009-IRSES,"14252","Marie Curie Action ""International Research Staff Exchange Scheme"""
KBBE-2009-1-2-04,"11752","Improving performance and quality of crops in the context of organic and low-input systems by breeding and management"
KBBE-2009-1-2-08,"11756","Assessing and reducing vulnerability of European forests to climate change and the consequences for industrial and societal needs – SICA (Russia)"
ICT-2009.4.3,"14292","Intelligent Information Management"
SEC-2009-1.3-03,"11623","Properties of improvised explosive devices, additives to precursors to explosives to prevent precursors from being used to manufacture explosive devices"
SEC-2009-2.2-01,"11625","Integrated protection of rail transportation"
NMP-2009-4.0-5,"11595","Innovative and knowledge-based tooling industry"
KBBE-2009-2-3-02,"11820","Sharing food technology research and development by means of international collaboration – SICA"
NMP-2009-2.6-1,"11585","Novel membranes for water technologies"
ENERGY.2010.2.1-2,"12949","Development of novel materials, device structures and fabrication methods suitable for thin film solar cells and TCOs including organic photovoltaics. EU - India Coordinated Call"
SEC-2009-4.3-01,"11635","Neutralisation of CBRN effects following a terrorist event"
INCO-2009-2.2,"11919","Canada"
ENERGY.2010.2.5-1,"12953","Dry-cooling methods for multi-MW sized concentrated solar power plants"
KBBE.2010.1.3-06,"14352","Pathogenesis and transmission of influenza in pigs"
INFRA-2010-1.1.8,"12612","Bio-NMR facilities."
AAT.2010.7-9.,"12834","Supporting the organisation of conferences and events of special relevance to aeronautics and air transport research"
ENERGY.2010.2.5-2,"12954","Main CSP components for high-temperature operation"
ENV.2009.1.1.5.1,"14372","Climate change predictions in Sub-Saharan Africa (east to west), quantification of impacts and assessment of adequate adaptation measures"
ENERGY.2009.3.2.3,"14373","Second Generation Biofuels – EU-Brazil Coordinated Call"
ENERGY.2010.3.5-1,"12958","Liquid or gaseous fuel production using direct biological conversion of solar radiation"
SSH-2009-2.1.3.,"11966","Impacts of corporate social responsibility"
Fission-2009-2.3.2,"14393","Improved nuclear data for advanced reactor systems"
Fission-2009-2.2.2,"14392","Network for the development and implementation of the European Industrial Initiative in sustainable nuclear fission energy"
HEALTH-2009-2.3.2-6,"11323","ERA-NET for stepping up European co-operation in HIV/AIDS research"
ENERGY.2010.5.2-1,"12962","CCS - storage site characterisation"
ENERGY.2010.8.1-1,"12970","Valorisation of low temperature heat"
EeB.NMP.2010-2,"13177","New technologies for energy efficiency at district level"
INFRA-2010-2.2.6,"12648","EU-OPENSCREEN (European Infrastructure of Open Screening Platforms for chemical biology)."
INFRA-2010-2.2.1,"12645","EISCAT_3D Upgrade (Upgrade of the EISCAT facility for ionospheric and space weather research)."
INFRA-2010-3.2,"12657","Studies, conferences and coordination actions supporting policy development, including international cooperation, for research infrastructures in all S&amp;T fields."
AAT.2010.7-12.,"12836","Assessing and further developing the role of small aircraft in the air transport system"
AAT.2010.4.1-1.,"12806","Design systems and tools"
AAT.2010.3.3-3.,"12803","Avionics"
AAT.2010.3.4-1.,"12804","Design systems and tools"
NMP-2009-2.1-1,"11580","Nano-structured materials based on graphene"
NMP-2009-2.2-1,"11581","Oxide materials for electronics applications"
NMP-2009-3.2-1,"11586","Innovative pathways for sustainable chemical production"
ENERGY.2010.7.3-1,"12969","Energy storage systems for power distribution networks"
ENERGY.2010.2.3-1,"12951","Cross-sectoral approach to the development of very large offshore wind turbines"
NMP.2010.4.0-5,"14412","Support to coordination activities of NMP related to European Technology Platforms"
INFRA-2010-2.2.2,"12643","EPOS (Infrastructure for the study of tectonics and Earth surface dynamics)."
INFRA-2010-2.2.4,"12646","ECCSEL (European Carbon Dioxide and Storage Laboratory)."
ENV.2009.1.1.6.4,"15138","ERA-NET on Climate Change Impacts and Responses"
INFRA-2010-1.1.27,"12631","Research Infrastructures for earthquake hazard."
AAT.2010.4.1-2.,"12807","Aerostructures"
INCO.2010-2.1,"12661","Algeria"
SSH-2009-7.1.2,"11984","Foresight on the long term challenges for the Mediterranean area"
AAT.2010.1.2-1.,"12795","Production"
AAT.2010.4.1-5.,"12810","Production"
AAT.2010.7-16.,"12840","Exploring opportunities and stimulating research cooperation with the United States of America"
AAT.2010.1.1-2.,"12788","Aerostructures"
AAT.2010.4.2-2.,"12816","Aerostructures"
AAT.2010.6.3-3.,"12829","Personal air transport systems"
AAT.2010.7-13.,"12837","Observation platform to assess the fulfilment of Vision 2020 goals from technological and institutional standpoints"
AAT.2010.7-6.,"12833","Stimulating research with International Cooperation Partner Countries"
Fission-2009-2.2.1,"14492","Conceptual design of lead and gas cooled fast reactor systems"
JTI-CS-2009-1-GRA-01-007,"13248","Thermosetting resin"
JTI-CS-2009-1-GRA-02-003,"13269","D&amp;M SJ actual actuator, Actuator WT model system"
ENERGY.2010.5.2-3,"12964","CCS – site abandonment"
SST.2010.4.1-2.,"12853","Minimizing the risk of fatigue failure of railway axles"
AAT.2010.6.2-2.,"12825","Guidance and control"
AAT.2010.4.2.-7,"14432","Enhancing strategic international co-operation with China in the field of flow control for drag reduction and wing aeroelastic optimisation"
ERA-GPC.2010.1,"12786","Actions in support of the European Union's initiative on Joint Programming in Research"
JTI-CS-2009-1-SGO-02-006,"13288","Supercooled Large Droplets Icing Wind Tunnel adaptation and Ice Detection test sessions for pre-design validation and final tests for qualification."
SST.2010.1.1-2.,"12843","Energy efficiency of ships"
AAT.2010.7-4.,"12832","Retrofitting for improved sustainability and economic viability of aeronautical products"
HEALTH.2010.4.1-1,"12588","Promoting participation of high-technology research-intensive SMEs, operating in the Health sector. FP7-HEALTH-2010-single-stage"
HEALTH.2010.2.3.3-3,"12556","Integrated disease-specific research on West Nile Virus infections, Chikungunya and/or Crimean Congo Haemorrhagic Fever. FP7-HEALTH-2010-single-stage"
HEALTH.2010.2.1.1-1,"12540","Large-scale efforts in mouse functional genomics to determine the functions of genes and their involvement in disease. FP7-HEALTH-2010-single-stage"
ENV.2010.2.1.1-2,"12724","Integrated resource management based on land and land-use management"
SP1-JTI-FCH.2009.1.6,"13314","Pre-normative Research (PNR) on fuel quality"
ENV.2010.1.3.4-1,"12721","New methodologies for multi-hazard and multi-risk assessment"
ENV.2010.2.1.2-1,"12725","Evaluation of effectiveness of economic instruments in integrated water policy"
ENV.2010.1.2.2-2,"12716","Human health and environmental effects of exposure to pharmaceuticals released into the environment"
ENV.2010.1.2.2-1,"12715","Indoor air pollution and health risks of modern office buildings"
INCO.2010-6.1,"12665","Eastern Europe and South Caucasus: Moldova, Georgia, Ukraine, Belarus, Armenia, Azerbaijan"
INCO.2010-6.2,"12666","Mediterranean Partner Countries: Morocco, Algeria, Tunisia, Libya, Egypt, Jordan, Palestinian-administered Areas, Lebanon, Syria"
Fission-2009-7.0.3,"14452","Containment thermal-hydraulics of current and future LWRs for severe accident management"
HEALTH.2010.4.2-8,"16010","Coordination action in support of the implementation by participating States of a Joint Programming Initiative for combating neurodegenerative diseases, in particular Alzheimer's disease. FP7-HEALTH-2010-single-stage"
HEALTH.2010.2.1.2-3,"12544","Developing new and improving existing mathematical algorithms for systems biology. FP7-HEALTH-2010-single-stage"
HEALTH.2010.2.3.3-2,"12555","Drug lead discovery against RNA viruses. FP7-HEALTH-2010-single-stage"
HEALTH.2010.1.4-1,"12539","Translational research on cell-based immunotherapy. FP7-HEALTH-2010-single-stage"
HEALTH.2010.2.4.2-3,"12572","Identifying new therapeutic targets in atrial fibrillation. FP7-HEALTH-2010-single-stage"
HEALTH.2010.4.2-6,"12594","Impact of EU legislation on health research. FP7-HEALTH-2010-single-stage"
HEALTH.2010.2.4.5-2,"12577","Infection and dysbiosis as the triggers of the development of inflammatory processes in allergies and autoimmune diseases. FP7-HEALTH-2010-single-stage"
HEALTH.2010.4.2-3,"12591","Adverse Drug Reaction Research. FP7-HEALTH-2010-single-stage"
HEALTH.2010.3.4-7,"12587","Financing models for accessible health care. FP7-HEALTH-2010-single-stage"
HEALTH.2010.1.2-4,"12538","Early events in acute hepatitis C virus (HCV) infection with the aim to identify new biomarkers. FP7-HEALTH-2010-single-stage."
Fission-2009-1.1.1,"14472","Long-term performance of Engineered Barrier Systems (EBS)"
Fission-2009-7.0.1,"14473","Development of common ground for cooperation in nuclear education, training and knowledge management"
HEALTH.2010.4.2-1,"12589","Off-Patent Medicines for Children. FP7-HEALTH-2010-single-stage"
HEALTH.2010.2.3.2-2,"12551","Lead optimisation and late preclinical development in TB drugs. FP7-HEALTH-2010-single-stage"
AAT.2010.3.3-2.,"12802","Systems and equipment"
INCO.2010-3.1,"12662","Africa"
ENERGY.2010.5.2-2,"12963","Trans-national cooperation and networking in the field of geological storage of CO2"
SPA.2010.1.1-04,"13180","Stimulating the development of GMES services in specific areas"
HEALTH.2010.2.4.5-1,"12576","Investigation of the mechanisms of initiation of allergic response, genetic predisposition, biomarkers and identification of targets for therapy. FP7-HEALTH-2010-single-stage"
SPA.2010.1.1-01,"13179","Stimulating the development of downstream GMES services"
HEALTH.2010.2.4.2-4,"12573","Diastolic heart failure. FP7-HEALTH-2010-single-stage"
SiS-2010-1.1.1.1,"12670","The role of Ethics under EU policy and law: the EU as a global actor"
SiS-2010-2.1.1.1,"12681","Implementing structural change in research organisations/universities"
SiS-2010-1.1.1.2,"12671","The role of Ethics under EU policy and law: EU policy in the making"
SPA.2010.3.2-01,"13189","EU-Russia Cooperation in GMES (SICA)"
NMP-2008-2.2-1,"14512","Compound semiconductors for electronics and photonics"
HEALTH.2010.2.4.4-1,"12574","Clinical development of substances with a clear potential as orphan drugs. FP7-HEALTH-2010-single-stage"
INFRA-2010-1.1.26,"12630","Research Infrastructures for experimental hydraulic research."
HEALTH.2010.1.1-1,"12532","Harmonisation of phenotyping and biosampling for human large-scale research biobanks. FP7-HEALTH-2010-single-stage"
HEALTH.2010.3.4-6,"12586","Impact and cost-effectiveness of existing major health programmes. FP7-HEALTH-2010-single-stage"
SPA.2010.2.1-04,"13185","Space transportation for space exploration"
ENV.2010.2.1.5-1,"12731","Assessing vulnerability of urban systems, populations and goods in relation to natural and man-made disasters in Africa"
ENV.2010.4.2.3-1,"12766","Foresight to enhance behavioural and societal changes enabling the transition towards sustainable paths in Europe"
ENV.2010.3.3.1-1,"12756","Reduction of the use of animals in eco-toxicological safety testing"
ENV.2010.5.1.0-2,"12770","Dissemination and exploitation of research results to enhance impacts of environment research activities in an enlarged Europe"
ENV.2010.3.1.4-1,"12746","Integrated Pollution Prevention and Control of industrial emissions in the Mediterranean region"
SiS-2010-2.2.3.1,"12687","Science curricula and their objectives: balancing the needs between training for future scientists and broader societal needs"
INFRA-2010-1.1.17,"12621","Sites and experimental platforms for long-term ecosystem research."
ENV.2010.4.1.3-1,"12761","Exploring GNSS (global navigation satellite systems) applications for Global Environmental Earth Observation and GEOSS (Global Earth Observation Systems of Systems)"
AAT.2010.1.1-4.,"12790","Systems and equipment"
GC-SST.2010.7-6.,"12870","Implementing Public-Private Partnership in the ‘European Green Cars Initiative’"
SPA.2010.2.3-1,"13187","Security of space assets from space weather events"
KBBE.2010.3.3-01,"13139","Robust and novel biocatalysts for industrial applications - Call: FP7-KBBE-2010-4"
AAT.2010.3.4-6.,"14532","Enhancing strategic international co-operation with Russia in the field of enhanced maintenance and operational safety"
NMP-2009-4.0-4,"11594","Reducing environmental footprint of energy intensive industries"
HEALTH.2010.2.2.2-5,"12549","Frailty and its implications in modern society. FP7-HEALTH-2010-single-stage"
GC-SST.2010.7-7.,"12871","Raising awareness of potential job opportunities related to the electrification of road transport"
KBBE.2010.3.2-01,"13135","Sustainable culture of marine microorganisms, algae and/or invertebrates for high added value products - Call: FP7-KBBE-2010-4"
ICT-2009.8.7,"14552","FET proactive 7: Molecular Scale Devices and Systems"
Fission-2009-7.0.4,"14572","Molten Salt Reactor"
HEALTH.2010.1.2-1,"12535","Tools for the identification and the detection of biomarkers in clinical samples and patients. FP7-HEALTH-2010-two-stage."
HEALTH.2010.2.4.2-1,"12570","Reducing in-stent thrombosis. FP7-HEALTH-2010-single-stage"
ENV.2010.3.1.5-2,"12749","Environmental technologies for brownfield regeneration"
ENV.2010.4.2.1-1,"12764","Enhancing model integration for the assessment of global environmental change"
SST.2010.5.2-1.,"12855","Automated and cost effective railway infrastructure maintenance"
ENV.2010.2.1.4-2,"12728","ERA-net on Biodiversity: Towards integrated European biodiversity research strategy and programmes"
EeB.ENV.2010.3.2.4-1,"14573","Compatible solutions for improving the energy efficiency of historic buildings in urban areas"
ENV.2010.3.1.7-1,"12751","Technologies for automated monitoring of air pollution in cities"
ENV.2010.4.1.1-1,"12758","Supporting the integration of European and international R&amp;D programmes in GEO"
ENV.2010.4.2.3-2,"12767","Producing a shared vision on how to harness R&amp;D to sustainability"
ENV.2010.1.3.2-1,"12719","Building a culture of risk prevention in Europe"
ENV.2010.4.2.3-3,"12768","Brokerage activities to promote sustainable consumption and production patterns"
ENV.2010.1.2.3-1,"12717","Exposure models to assess the risks to operators, workers, residents and bystanders from exposure to plant protection products (PPPs)"
TPT.2010-5.,"12878","Demand/supply management and logistics for transport of passengers through increased co-modality and understanding of social behaviour"
ICT-2009.8.8,"14592","FET proactive 8: Brain Inspired ICT"
INFRA-2010-2.2.8,"12650","High Security BLS4 Laboratory (Upgrade of the High Security Laboratories for the study of level 4 pathogens)."
INFRA-2010-2.2.10,"12652","CTA (Cherenkov Telescope Array for Gamma-ray astronomy)."
INFRA-2010-1.1.14,"12618","High throughput facilities for proteome analysis."
ENV.2010.3.3.2-1,"12757","Boosting Life Cycle Assessment use in SMEs: development of sectoral methods and tools"
ENV.2010.4.1.4-1,"12763","Identification and Networking of EO activities in the Balkan area"
SST.2010.2.1-1.,"12848","Fast implementation of innovative/effective rail technologies to improve rail freight services"
AAT.2010.3.3-1.,"12801","Aerostructures"
AAT.2010.1.3-3.,"12799","Design systems and tools - Understanding interactions between air transport, environment and society"
ENV.2010.3.1.4-2,"12747","ERA-net on Eco-innovation"
SiS-2010-4.0.0.3,"12695","Supporting specific tasks of the network of Science in Society National Contact Points"
HEALTH.2010.2.1.2-1,"12542","Tackling Human Diseases through Systems Biology Approaches. FP7-HEALTH-2010-two-stage"
HEALTH.2010.2.3.4-1,"12558","Vaccines for childhood bacterial diarrhoeal diseases. FP7-HEALTH-2010-single-stage"
ENV.2010.2.2.1-2,"12733","Global plankton data set building in view of modelling"
TPT.2010-9.,"12882","Market uptake of transport research and role of actors and regions"
GC-SST.2010.7-5.,"12869","Advanced electric vehicle concepts"
SIS-2010-1.3.3.1,"12676","Assessing how research outputs at individual researcher level are evaluated and measured"
INFRA-2010-1.1.32,"12636","Research Infrastructures for Nuclear Physics."
INFRA-2010-2.2.5,"12647","EMBRC (European marine biological resource centre)."
INFRA-2010-1.1.30,"12634","Research Infrastructure for advanced spectroscopy, scattering/diffraction and imaging of materials."
SSH-2010-4.1-2,"12933","Collective challenges for Latin American and Caribbean Countries"
SSH-2010-2.1-2,"12927","Local welfare systems favouring social cohesion"
SSH-2010-4.1-1,"12932","Europe facing a rising multi-polar world"
SSH-2010-1.3-1,"12925","The public sector of the future"
SSH-2010-4.2-1,"12935","Cultures of governance and conflict resolution in Europe and India"
SiS-2009-1.1.2.2,"11234","Networking and capacity building activities to support ethics committees"
AAT.2010.4.1-8.,"12813","Enhancing strategic international co-operation with China in the field of casting of large titanium aerostructures components"
AAT.2010.1.3-2.,"12798","Airports"
AAT.2010.1.1-7.,"12793","Enhancing strategic international co-operation with Russia in the field of advanced engine noise control based on plasma actuators"
NMP.2010.4.0-6,"14672","Organisation of events related to the Presidencies of the European Union"
ICT-2009.6.2,"14692","ICT for mobility of the future"
INFRA-2010-2.2.11,"12653","One project in the European strategy for particle physics (CERN Council)"
INFRA-2010-1.1.2,"12606","Survey of Health, Ageing and Retirement in Europe."
ENV.2010.1.1.2-1,"12706","Atmospheric chemistry and climate change interactions"
ENV.2010.3.1.8-1,"12753","Development of technologies for long-term carbon sequestration"
ENV.2010.4.1.2-1,"12759","Building observational datasets for the predictability of global atmospheric, oceanic and terrestrial processes using reanalysis techniques"
ENV.2010.1.1.6-1,"12711","Climate change mitigation options linked to deforestation and agriculture in the context of a post-2012 international agreement on climate change"
HEALTH.2010.2.4.1-4,"12564","Infectious agents and cancer in Africa"
TPT.2010-4.,"12877","Optimisation and integration of R&amp;D efforts for transport of passengers by enhanced intermodality"
INFRA-2010-2.2.7,"12649","EuroBioImaging (Research infrastructure for imaging technologies in biological and biomedical sciences)."
INFRA-2010-1.1.1,"12605","European Social Survey."
ENV.2010.3.1.3-2,"12744","Innovative technologies and system solutions for municipal solid waste management in densely populated cities"
ENV.2010.4.1.2-2,"12760","Integrating new data visualisation approaches of earth Systems into GEOSS development"
ENV.2010.3.1.3-1,"12743","Innovative technologies and eco design recommendations for reuse and recycling of Construction and Demolition (C&amp;D) waste, with a special focus on technologies for onsite solutions"
ENV.2010.2.1.4-3,"12729","Developing a European scientific biodiversity Network to inform policy-making and economic actors"
HEALTH.2010.3.4-2,"12582","Feasibility and community effectiveness of innovative intervention packages for maternal and new-born health in Africa"
KBBE.2010.4-02,"13146","Networking of non-governmental organisations involved in agricultural research for development"
KBBE.2010.2.2-03,"13124","Identifying research needs on malnutrition in Africa – Mandatory Africa"
HEALTH.2010.2.3.4-2,"12559","Comprehensive control of Neglected Infectious Diseases (NID). FP7-HEALTH-2010-single-stage."
INFRA-2010-2.2.3,"12644","SIAEOS (Upgrade of the Svalbard Integrated Arctic Earth Observing System)."
SPA.2010.2.1-03,"13184","Exploitation of space science and exploration data"
ENV.2010.2.2.1-1,"12732","North Atlantic Ocean and associated shelf-seas protection and management options – collaboration with US &amp; Canada"
ENV.2010.4.1.3-2,"12762","Global Observation Systems for Mercury"
ENV.2010.3.1.5-1,"12748","Resource efficient and urban friendly construction sites"
ENV.2010.5.1.0-1,"12769","Dissemination and uptake of FP environmental research results with tangible impact on economic growth and social welfare"
INFRA-2010-3.1,"12656","ERA-NET supporting cooperation for research infrastructures in all S&amp;T fields."
SiS-2009-3.0.3.1,"11249","Platform of networks grouping science museums, organizers of science events and the cities"
HEALTH.2010.2.3.3-4,"12557","Novel therapeutics against influenza. FP7-INFLUENZA-2010"
KBBE.2010.1.3-05,"14712","Swine influenza surveillance network"
INFRA-2010-1.1.9,"12613","Non-human primate centres."
ENV.2010.2.2.1-3,"12734","Coordination actions to support FP6 NoEs durable integration"
ENV.2010.4.2.2-1,"12765","Development of integrated economic and environmental accounts"
ENV.2010.2.1.4-1,"12727","Functional significance of forest biodiversity"
GC-SST.2010.7-2.,"12866","Integrated electric auxiliaries and on-board systems"
KBBE.2010.2.5-01,"13131","Transparency of food pricing - Call: FP7-KBBE-2010-4"
KBBE.2010.3.5-01,"13141","Biotechnology for the environment - Soil and water treatment and bioremediation - Call: FP7-KBBE-2010-4"
KBBE.2010.3.2-02,"13136","Learning from research projects: specific dissemination action to potential users in marine genomics - Call: FP7-KBBE-2010-4"
ENV.2010.3.1.1-3,"12741","Decentralised water supply and sanitation technologies and systems for small communities and peri-urban areas"
Fission-2010-1.1.1,"14713","In-situ demonstration of repository concepts and technologies in Underground Research Laboratories"
ICT-2009.5.3,"14726","Virtual Physiological Human"
ENV.2010.1.1.4-1,"12709","Underpinning work to enable provision of local scale climate information (annual to decadal timescales)"
ENV.2010.1.2.1-1,"12714","The effect of environmental change on the occurrence and distribution of water related vector-borne diseases in Africa"
KBBE.2010.3.2-03,"13137","Modification of marine or freshwater algae to better suit industrial applications - Call: FP7-KBBE-2010-4"
Fission-2010-4.2.1,"14721","Transnational access to large infrastructures"
Fission-2010-2.3.1,"14716","R&amp;D activities in support of the implementation of the Strategic Research Agenda of SNE-TP"
Fission-2010-1.1.2,"14714","Research activities in support of implementation of geological disposal"
Fission-2010-3.5.1,"14720","An integrated approach to radioecology research in Europe"
Fission-2010-2.3.3,"14717","Materials research"
Fission-2010-3.3.1,"14719","European platform on emergency and post-accident preparedness and management"
Fission-2010-7.0.2,"14724","Reliability of programming for automation"
Fission-2010-7.0.1,"14723","Cooperation in nuclear education and training"
Fission-2010-2.1.1,"14715","Ageing of non-metallic NPP components"
Fission-2010-6.0.1,"14722","Actions supporting programme implementation and other activities"
Fission-2010-7.0.3,"14725","SCWR fuel qualification test"
HEALTH.2010.2.1.2-2,"12543","Establishing the foundations to enable systems biology of complex biological processes relevant to human health. FP7-HEALTH-2010-two-stage"
SEC-2010.3.1-1,"12898","European-wide integrated border control system - phase II"
SPA.2010.3.2-04,"13192","EU-Russia Cooperation for Strengthening Space Foundations (SICA)"
NMP.2010.1.2-4,"14732","Adding Value to Mining at the Nanostructure level"
ENV.2010.2.1.4-4,"12730","Increasing the understanding of the role of soil biodiversity in ecosystem functioning"
ENV.2010.1.1.3-1,"12708","Changes in carbon uptake and emissions by oceans in a changing climate"
AAT.2010.4.1-4.,"12809","Avionics"
HEALTH.2010.3.4-3,"12583","Building sustainable capacity for research for health in Africa"
SST.2010.5.1-1.,"12854","Improved through-life asset management through application of advanced production, retrofit and dismantling processes"
GC-SST.2010.7-4.,"12868","Smart storage integration"
ENV.2010.2.1.1-1,"12723","Integrated management of water and other natural resources in Africa"
NMP.2010.1.1-1,"14733","Support to dialogue and engagement for responsible social acceptance of nanotechnology"
SSH-2010-1.1-1,"12923","Demand-driven research and innovation policies for growth, welfare and wellbeing"
Fission-2010-3.2.1,"14734","Optimisation of doses from new technologies in medical imaging"
SEC-2010.4.3-1,"12922","Alert and communication, including the role of media, towards the population in crises management"
SEC-2010.6.3-3,"12912","Research on rigorous methodologies for assessment of security investments and trade-off between security and other societal objectives (e.g. privacy and social cohesion)"
SST.2010.1.1-3.,"12844","Attenuation of ground-borne vibration affecting residents near railway lines"
ENV.2.2.,"16301","Management of marine environments"
REGPOT-2007-4-01,"12000","All thematic priorities’ domains of the FP7"
HEALTH.2010.3.1-1,"12578","Better understanding of dissemination and implementation strategies. FP7-HEALTH-2010-two-stage"
HEALTH.2010.4.2-2,"12590","International Paediatric initiative. FP7-HEALTH-2010-single-stage"
HEALTH.2010.4.2-7,"12595","International forum for European life sciences funders and performers. FP7-HEALTH-2010-single-stage"
HEALTH.2010.1.2-3,"12537","Harmonization, validation and standardisation in genetic testing. FP7-HEALTH-2010-single-stage."
HEALTH.2010.2.3.3-1,"12554","Biology and control of vector-borne infections in Europe. FP7-HEALTH-2010-single-stage"
SEC-2010.2.3-1,"12893","Planning, (re)design, and (re)engineering of urban areas to make them less vulnerable and more resilient to security threats"
ENV.2010.1.1.5-1,"12710","Impact of ocean acidification in the Mediterranean in a changing climate"
INCO.2010-3.2,"12663","Brazil, Canada, China, Japan, USA"
HEALTH.2010.2.4.1-6,"12566","Translational research on cancers with poor prognosis. FP7-HEALTH-2010-two-stage"
HEALTH.2010.2.4.1-8,"12568","Predicting individual response and resistance to cancer therapy. FP7-HEALTH-2010-two-stage"
HEALTH.2010.2.4.1-5,"12565","Structuring clinical research on rare cancers in adults. FP7-HEALTH-2010-two-stage"
HEALTH.2010.2.2.2-4,"12548","Markers of cellular senescence for human ageing. FP7-HEALTH-2010-two-stage"
HEALTH.2010.2.4.2-2,"12571","New approaches to reduce ischemic damage to the heart. FP7-HEALTH-2010-single-stage"
ENV.2010.1.1.6-2,"12712","Explore climate policy scenarios for developing countries and/or emerging economies"
HEALTH.2010.4.2-5,"12593","Methodology to evaluate and monitor health policy implementation and performance of EU funded interventions in developing countries. FP7-HEALTH-2010-single-stage"
HEALTH.2010.3.4-5,"12585","Assessment of migrants' health, disease patterns and impact on health systems. FP7-HEALTH-2010-single-stage"
SiS-2010-1.4.2,"12678","The role of universities in the process towards a knowledge-based society"
AAT.2010.7-14.,"12838","Platform to stimulate the development of breakthrough technologies and concepts enabling step changes in aviation"
AAT.2010.4.3-4.,"14772","Human factors"
HEALTH.2010.2.4.1-1,"12561","ERA-NET on translational cancer research in Europe. FP7-ERANET-2010-RTD"
HEALTH.2010.1.1-3,"12534","High-throughput analysis of post-translational modifications of proteins. FP7-HEALTH-2010-single-stage"
JTI-CS-2009-1-SAGE-02-001,"13219","Pitch Change Mechanism – Conceptual &amp; preliminary design activities"
HEALTH.2010.2.4.1-7,"12567","Predicting long-term side effects to cancer therapy. FP7-HEALTH-2010-two-stage"
HEALTH.2010.2.2.2-2,"12546","Homeostasis in human development and its effects on lifespan. FP7-HEALTH-2010-two-stage"
HEALTH.2010.2.3.2-3,"12552","European network of cohort studies on HIV/AIDS. FP7-HEALTH-2010-single-stage"
HEALTH.2010.2.4.1-2,"12562","Structuring translational cancer research between cancer research centres in Europe. FP7-HEALTH-2010-single-stage"
KBBE.2010.1.2-08,"13102","Improving European mollusc aquaculture: disease detection and management - Call: FP7-KBBE-2010-4"
HEALTH.2010.4.2-9-1,"12598","Optimisation of current methodologies and development of novel methods to achieve functional differentiation of human-based target cells in vitro. FP7-HEALTH-2010-Alternative-Testing-Strategies"
HEALTH.2010.4.2-9-4,"12601","Computational modelling and estimation techniques. FP7-HEALTH-2010-Alternative-Testing-Strategies"
HEALTH.2010.4.2-9-3,"12600","Establishment of endpoints and intermediate markers in human-based target cells with relevance for repeated dose systemic toxicity testing. FP7-HEALTH-2010-Alternative-Testing-Strategies"
